asset_id,asset_type,material_type,age_years,crack_index,corrosion_level,vibration_rms,avg_daily_traffic,heavy_vehicle_pct,avg_temperature_f,humidity_pct,flood_risk_score,inspections_per_year,years_since_last_repair,strain_peak_microstrain,displacement_mm,failure_probability,failure_within_5yrs
A200194,Bridge,Asphalt,25.1,0.035,0.094,1.879,0.0,0.338,79.3,81.6,0.136,2.37,2.6,238.6,8.04,0.234,0
A200195,Pipeline,Composite,79.5,0.5991608704871838,0.867,5.646,19206.0,0.114,52.0,49.2,0.496,2.57,15.9,182.6,7.24,0.683,1
A200196,Bridge,Steel,46.7,0.738,0.716,0.661,12654.0,0.144,23.9,74.9,0.53,1.43,13.0,36.3,5.87,0.522,0
A200197,Road,Steel,25.4,0.411,0.649,3.516,21190.0,0.118,63.9,,0.648,2.72,12.3,283.6,6.1,0.485,0
A200198,Power_System,Concrete,32.2,0.423,0.21,4.431,18634.0,0.177,63.2,,0.691,,9.7,,5.37,0.397,0
A200199,Pipeline,Concrete,71.5,0.5932523194819163,0.37,6.897,12330.0,0.136,104.4,59.0,0.148,3.48,12.9,197.7,6.22,0.3,0
A200200,Building,Steel,49.1,0.495,0.576,4.653,9542.0,0.241,79.4,,0.0,2.69,12.3,,8.64,0.384,0
A200201,Pipeline,Composite,42.4,0.617,0.688,0.761,28184.0,0.205,50.1,53.2,0.507,1.93,11.0,167.7,8.86,0.547,0
A200202,Pipeline,Composite,33.2,0.213,0.159,4.21,9044.0,0.226,82.8,63.4,0.127,1.4,4.6,,9.6,0.151,0
A200203,Bridge,Steel,35.6,0.498,0.267,4.616,26410.0,0.191,59.0,59.0,0.788,3.03,7.2,257.4,3.1,0.363,0
A200204,Pipeline,Concrete,73.4,0.3615981484513743,0.313,4.592,25691.0,0.389,48.2,38.6,0.413,2.87,4.9,391.0,3.89,0.268,0
A200205,Bridge,Asphalt,14.6,0.769,0.335,1.255,19238.0,0.257,43.6,75.0,0.165,,0.0,293.7,3.05,0.361,0
A200206,Building,Steel,44.1,0.0,0.294,2.756,33025.0,0.166,71.8,86.5,0.292,1.69,8.4,308.4,7.86,0.272,0
A200207,Power_System,Steel,2.1,0.081,0.597,,25231.0,0.322,61.0,52.1,0.7,4.06,6.6,163.1,5.09,0.41,0
A200208,Building,Composite,62.4,0.583,0.67,5.767,8593.0,0.162,77.1,84.3,0.392,0.98,5.7,114.1,4.98,0.532,0
A200209,Bridge,Asphalt,47.2,0.79,0.538,3.254,13472.0,0.299,71.4,68.2,0.0,,12.1,166.4,1.01,0.38,0
A200210,Road,Concrete,50.2,,0.383,3.747,27284.0,0.131,106.8,83.0,0.505,1.3,12.1,138.7,5.75,0.418,0
A200211,Road,Steel,18.4,0.0,0.673,4.229,25899.0,0.165,41.6,46.1,0.0,1.99,7.5,158.9,6.86,0.281,0
A200212,Bridge,Steel,20.6,0.428,0.3,4.99,15730.0,0.143,77.9,65.2,0.613,0.1,6.6,274.1,8.91,0.189,0
A200213,Pipeline,Steel,47.4,0.562,0.139,2.745,42044.0,0.232,20.5,71.6,0.509,4.16,4.0,451.9,5.4,0.389,0
A200214,Building,Asphalt,38.4,,0.461,4.416,43975.0,0.22,69.3,100.0,0.0,1.26,8.3,191.4,4.28,0.379,0
A200215,Road,Concrete,43.0,0.695,0.677,3.525,31248.0,0.159,20.3,91.2,0.554,1.1,7.5,343.9,11.47,0.629,0
A200216,Building,Asphalt,31.7,,0.638,4.997,30009.0,0.315,50.7,89.8,0.428,1.83,6.9,308.1,8.7,0.445,0
A200217,Building,Asphalt,31.2,0.781,0.0,5.14,17408.0,0.242,43.7,60.4,0.0,2.7,6.9,329.6,6.24,0.347,0
A200218,Bridge,Concrete,26.7,0.563,0.844,6.054,,0.236,59.8,81.6,0.215,1.67,14.1,295.9,7.56,0.589,0
A200219,Building,Composite,15.2,0.804,0.584,3.205,24280.0,0.0,35.7,17.0,0.287,0.65,2.1,366.3,1.85,0.409,0
A200220,Building,Concrete,27.5,0.361,0.585,3.049,31119.0,0.262,58.4,53.7,0.129,1.51,6.3,204.3,7.72,0.468,0
A200221,Bridge,Concrete,2.0,,0.904,4.288,15634.0,0.156,77.7,61.2,0.498,2.21,0.0,226.1,4.45,0.531,0
A200222,Pipeline,Steel,50.6,0.702,0.641,2.028,3561.0,0.054,67.6,81.3,0.331,1.18,10.0,251.1,7.74,0.457,0
A200223,Pipeline,Composite,39.3,0.208,0.313,4.243,19206.0,0.217,68.4,76.6,0.392,1.67,8.4,235.3,5.66,0.246,1
A200224,Pipeline,Concrete,51.5,0.662,0.549,4.182,27948.0,0.086,92.9,79.8,0.177,2.37,8.3,190.5,7.5,0.429,0
A200225,Bridge,Concrete,37.8,0.795,,2.593,19855.0,0.38,77.7,68.8,0.543,3.35,1.4,52.1,7.07,0.618,0
A200226,Pipeline,Steel,1.0,0.307,0.506,3.895,21210.0,0.151,52.1,58.9,0.394,2.47,0.0,165.2,5.06,0.339,0
A200227,Pipeline,Steel,52.0,0.477,0.202,3.413,24133.0,0.12,54.2,88.0,0.285,1.37,5.7,,2.22,0.209,0
A200228,Building,Steel,59.3,,0.595,1.392,0.0,0.13,49.6,41.1,0.244,1.84,12.3,429.8,6.6,0.218,0
A200229,Building,Concrete,17.4,0.66,0.299,2.183,15701.0,0.162,41.0,95.6,0.663,,11.2,219.1,0.44800000000000006,0.433,0
A200230,Road,Concrete,14.0,0.519,0.834,2.665,25539.0,0.281,42.5,67.1,0.515,2.33,19.0,155.6,3.13,0.572,0
A200231,Building,Concrete,63.2,0.419,0.522,2.623,35690.0,0.27,64.5,76.2,0.256,2.32,7.1,296.7,8.92,0.431,0
A200232,Building,Concrete,25.4,0.415,0.423,4.736,13748.0,0.186,53.4,100.0,0.408,2.72,5.3,125.8,10.45,0.435,0
A200233,Building,Steel,37.7,,0.585,1.404,4592.0,0.177,43.0,73.7,0.469,2.82,8.7,290.4,13.22,0.276,0
A200234,Bridge,Concrete,16.7,0.815,1.0,4.873,22840.0,0.0,42.9,69.8,0.328,2.32,4.4,213.9,6.01,0.515,0
A200235,Bridge,Steel,42.0,0.081,0.566,1.207,9009.0,0.175,68.2,54.8,0.296,0.55,6.6,78.8,8.06,0.213,0
A200236,Pipeline,Steel,29.5,0.201,0.328,4.165,21048.0,0.36,58.0,71.6,0.282,0.73,7.9,214.8,10.37,0.278,0
A200237,Bridge,Steel,63.5,0.718,0.739,7.399602515361092,14918.0,0.155,42.6,69.0,0.693,2.66,8.3,301.534729581194,7.41,0.578,0
A200238,Pipeline,Steel,44.1,,0.252,1.527,37629.0,0.201,84.6,35.3,0.376,2.71,9.8,252.8,0.6679999999999999,0.507,0
A200239,Power_System,Composite,1.0,0.0,0.821,3.385,4418.0,0.222,29.8,77.4,0.351,3.15,9.9,286.0,6.24,0.315,0
A200240,Road,Concrete,14.3,0.561,0.0,3.004,17652.0,0.172,42.1,70.4,0.523,0.15,8.7,120.8,14.36,0.375,0
A200241,Road,Composite,42.9,,,3.457,23004.0,0.242,44.8,44.8,0.96,3.02,0.0,328.1,9.28,0.345,0
A200242,Road,Composite,41.9,0.961,0.355,3.673,10139.0,0.017,47.0,91.1,0.0,3.97,2.2,215.1,0.05,0.444,0
A200243,Pipeline,Concrete,11.3,0.585,0.059,3.758,12516.0,0.139,72.0,,0.657,,4.2,269.2,0.88,0.392,0
A200244,Bridge,Steel,36.3,0.361,0.892,4.88,6710.0,0.173,44.1,,0.161,0.93,0.8,334.9,9.89,0.36,0
A200245,Road,Steel,56.1,0.321,0.64,3.771,25047.0,0.135,120.0,72.3,0.709,,10.6,179.5,6.27,0.431,0
A200246,Bridge,Concrete,47.0,0.348,0.389,3.462,15455.0,0.178,40.9,59.3,0.563,2.49,12.3,374.5,3.24,0.432,0
A200247,Pipeline,Asphalt,16.1,0.194,0.656,4.285,,0.01,59.2,75.0,0.524,0.83,13.9,280.1,1.96,0.524,0
A200248,Building,Asphalt,46.4,0.409,0.378,2.386,6063.0,0.09,41.1,100.0,0.376,0.51,9.1,230.2,6.94,0.307,0
A200249,Road,Concrete,57.0,0.048,0.828,2.805,3923.0,0.0,84.0,54.2,0.598,1.98,2.3,195.5,0.05,0.364,0
A200250,Road,Concrete,27.4,,1.0,1.815,18280.0,0.081,82.7,63.0,0.34,1.48,12.4,326.7,6.46,0.621,0
A200251,Pipeline,Asphalt,13.2,0.524,0.115,5.311,18626.0,0.161,92.8,37.3,0.505,,3.2,229.2,8.01,0.362,0
A200252,Bridge,Steel,58.4,0.161,0.745,2.727,15851.0,0.255,56.7,73.9,0.67,1.84,3.5,40.1,5.44,0.303,1
A200253,Bridge,Steel,53.7,0.519,0.508,3.254,35256.0,0.134,54.7,38.9,0.386,1.73,12.3,232.2,0.05,0.372,0
A200254,Road,Asphalt,32.6,,0.606,0.05,6851.0,0.075,12.6,58.1,0.592,0.1,8.9,233.7,11.3,0.543,0
A200255,Road,Composite,26.6,,,2.929,26882.0,0.344,75.4,48.6,0.141,0.83,14.4,160.2,3.65,0.237,0
A200256,Bridge,Asphalt,54.4,0.511,0.55,2.52,7524.0,0.254,43.3,67.2,0.48,0.54,13.4,186.1,7.17,0.349,0
A200257,Building,Concrete,43.6,1.0,0.224,1.657,0.0,0.091,55.1,85.9,0.0,0.1,9.9,226.0,2.71,0.342,0
A200258,Pipeline,Steel,55.4,0.647,1.0,2.583,21681.0,0.045,45.3,,0.454,,10.1,147.0,6.83,0.389,0
A200259,Road,Concrete,37.3,0.31,0.0,0.93,0.0,0.199,52.6,68.6,0.437,1.36,5.3,285.3,5.94,0.21,0
A200260,Bridge,Concrete,19.1,0.446,1.0,5.964,18057.0,0.041,51.0,76.5,0.837,1.23,9.3,377.0,0.59,0.59,0
A200261,Building,Steel,31.5,0.531,0.742,4.173,23707.0,0.257,72.7,37.5,0.89,1.59,0.0,122.4,0.98,0.45,0
A200262,Bridge,Concrete,54.0,0.429,0.189,2.514,33410.0,0.231,54.3,54.9,0.824,1.6,0.0,146.6,2.77,0.413,0
A200263,Bridge,Composite,38.0,0.51,,4.413,0.0,0.123,39.6,61.6,0.093,3.34,12.3,278.7,3.5,0.604,0
A200264,Bridge,Composite,27.7,0.609,0.348,2.432,24391.0,0.288,52.2,58.7,0.0,1.38,10.8,74.9,2.71,0.403,0
A200265,Bridge,Composite,28.9,0.762,0.259,2.574,25832.0,0.122,59.9,66.9,0.167,1.5,9.3,,2.72,0.435,0
A200266,Power_System,Steel,61.4,0.841,,5.446,37419.0,0.214,89.2,62.4,0.307,,21.3,228.4,2.78,0.544,0
A200267,Road,Concrete,51.0,,0.076,0.405,34461.0,0.22,66.5,41.6,0.563,1.47,4.5,153.9,7.71,0.399,0
A200268,Road,Concrete,44.9,0.619,0.205,3.144,30437.0,0.183,64.5,55.1,0.36,2.07,16.8,214.8,2.8,0.301,0
A200269,Building,Steel,29.1,0.495,0.158,3.846,15434.0,0.058,31.7,100.0,0.524,0.58,9.6,178.9,4.82,0.342,0
A200270,Pipeline,Concrete,3.2,0.452,0.111,4.545,22743.0,0.198,68.0,65.3,0.744,2.22,10.0,60.7,6.37,0.394,0
A200271,Bridge,Steel,46.5,0.633,0.62,2.918,23368.0,0.344,72.8,76.2,0.051,3.27,4.0,346.5,6.56,0.487,0
A200272,Road,Concrete,1.0,0.588,,2.514,20933.0,0.265,77.7,84.1,0.256,2.7,6.7,343.9,4.18,0.374,1
A200273,Building,Steel,58.7,0.407,0.376,,14614.0,0.312,95.1,73.1,0.167,0.54,12.5,249.6,10.48,0.42,0
A200274,Road,Concrete,65.2,0.652,0.162,4.825,,0.122,53.6,47.2,0.0,2.72,0.0,144.0,8.18,0.446,0
A200275,Building,Concrete,53.6,0.229,0.329,5.175,11932.0,0.138,61.7,,0.079,1.81,9.4,211.9,11.47,0.3,0
A200276,Bridge,Steel,28.4,0.484,0.646,2.16,35068.0,0.203,101.1,59.6,0.018,,13.3,245.5,7.89,0.294,0
A200277,Building,Steel,46.4,0.873,,6.749,27557.0,0.121,65.0,49.0,1.0,2.69,9.8,344.0,1.93,0.612,0
A200278,Building,Composite,26.1,0.3,0.806,3.004,26817.0,0.282,62.9,43.8,0.705,1.14,2.0,94.2,2.37,0.444,0
A200279,Building,Steel,22.6,0.196,0.51,6.47,,0.065,56.5,96.9,0.0,0.1,11.1,,4.98,0.199,0
A200280,Pipeline,Concrete,33.4,,0.788,2.272,28571.0,0.216,58.4,49.7,0.373,1.4,2.1,69.3,6.85,0.568,0
A200281,Road,Concrete,45.3,0.653,0.275,5.366,29177.0,0.129,46.0,24.3,1.0,0.55,0.5,35.4,6.14,0.494,0
A200282,Bridge,Steel,90.9,0.39559745260595547,0.804,1.981,4128.0,0.121,71.6,77.7,0.614,2.39,12.3,219.0,0.05,0.522,0
A200283,Pipeline,Concrete,43.4,1.0,0.566,2.048,17020.0,0.263,50.8,45.9,0.303,1.69,11.3,,5.99,0.711,1
A200284,Building,Asphalt,47.8,1.0,0.6,4.356,13298.0,0.231,85.4,71.1,0.131,1.75,8.0,280.7,5.97,0.532,0
A200285,Bridge,Asphalt,18.0,0.408,0.695,2.329,26065.0,0.076,43.0,,0.21,3.04,9.5,436.1,0.05,0.339,0
A200286,Road,Steel,44.2,0.246,0.577,0.05,24310.0,0.309,84.2,76.9,0.141,3.23,0.2,175.1,4.12,0.183,0
A200287,Pipeline,Asphalt,54.2,0.672,0.487,4.566,9399.0,0.327,99.6,58.3,0.146,2.85,9.2,119.8,0.05,0.473,0
A200288,Building,Concrete,55.2,0.721,0.473,3.588,12711.0,0.268,13.2,53.4,0.723,2.59,5.6,,3.12,0.495,0
A200289,Building,Concrete,45.2,0.427,0.803,5.047,14082.0,0.065,51.5,73.3,0.5,3.88,4.8,113.6,4.47,0.479,0
A200290,Bridge,Steel,25.4,0.197,0.096,4.653,25209.0,0.442,72.0,75.3,0.344,3.66,14.8,152.3,6.14,0.073,0
A200291,Bridge,Concrete,70.8,0.314782334975363,0.525,3.592,21305.0,0.167,47.9,73.8,0.339,2.62,6.6,247.4,2.77,0.354,0
A200292,Building,Concrete,47.3,0.216,1.0,1.347,24502.0,0.152,71.8,95.4,0.215,,0.0,224.6,3.87,0.52,0
A200293,Pipeline,Concrete,71.4,0.7465623307580016,0.211,3.466,22228.0,0.0,38.7,75.0,0.578,2.17,0.0,,12.0,0.283,0
A200294,Building,Concrete,50.4,0.2,0.328,,14867.0,0.235,110.6,66.7,0.315,2.86,0.4,136.9,2.68,0.356,0
A200295,Power_System,Composite,62.1,0.208,0.545,2.19,24590.0,0.254,85.4,54.1,0.336,1.77,5.6,278.6,0.05,0.36,0
A200296,Power_System,Steel,10.1,0.445,0.601,3.899,5601.0,0.302,102.7,50.8,0.335,2.09,3.9,28.9,0.34,0.456,0
A200297,Building,Concrete,23.4,0.406,0.0,2.759,25109.0,0.103,99.2,56.4,0.518,2.15,0.0,261.3,7.47,0.24,0
A200298,Building,Concrete,46.1,0.208,0.596,1.878,6126.0,0.021,70.7,63.4,0.823,2.01,1.6,142.7,5.57,0.197,0
A200299,Road,Asphalt,53.8,0.327,0.985,5.223,21898.0,0.336,49.5,71.2,0.637,1.04,9.0,278.8,4.91,0.526,0
A200300,Pipeline,Concrete,24.2,,0.891,4.233,27978.0,0.068,52.4,62.1,0.044,2.36,3.7,343.4,7.87,0.344,0
A200301,Bridge,Steel,7.4,0.657,0.477,2.851,15428.0,0.379,75.0,46.7,0.502,1.99,0.0,106.7,6.54,0.381,0
A200302,Building,Asphalt,65.6,0.752,0.412,2.704,475.0,0.263,61.4,74.1,0.439,3.18,7.7,298.6,11.06,0.508,0
A200303,Building,Steel,22.4,0.571,0.629,2.848,27025.0,0.195,53.0,63.7,0.497,0.98,5.4,127.7,6.2,0.4,0
A200304,Building,Concrete,58.5,1.0,0.288,3.051,22445.0,0.402,85.0,60.2,0.664,0.1,6.4,116.4,0.59,0.475,1
A200305,Road,Steel,76.2,0.43100964565252453,0.716,1.633,28322.0,0.231,64.9,71.2,0.094,0.82,5.8,303.1,0.05,0.387,0
A200306,Road,Steel,31.5,0.536,0.237,1.318,3859.0,0.126,77.6,,0.182,2.29,3.2,224.5,9.02,0.16,0
A200307,Road,Composite,19.3,0.536,0.568,4.542,30763.0,0.383,40.7,73.5,0.388,0.82,1.1,15.0,4.21,0.394,0
A200308,Bridge,Steel,36.3,0.0,0.524,4.142,7121.0,0.469,63.1,38.5,0.272,1.83,11.4,223.5,1.97,0.305,0
A200309,Building,Asphalt,59.1,0.173,,5.148,27284.0,0.192,76.2,55.4,0.43,0.1,7.1,217.2,0.05,0.385,0
A200310,Pipeline,Composite,12.6,0.426,0.0,0.05,19005.0,0.237,80.3,63.3,0.632,2.07,5.7,292.4,0.05,0.29,0
A200311,Road,Asphalt,44.5,0.415,0.692,4.094,32502.0,0.168,51.0,70.9,0.511,0.86,7.1,182.5,6.26,0.4,0
A200312,Pipeline,Composite,17.2,0.429,0.209,3.07,29234.0,0.319,54.8,,0.312,2.88,10.5,167.2,5.55,0.094,0
A200313,Building,Concrete,12.8,0.428,0.145,3.141,35942.0,0.0,63.4,100.0,0.0,2.2,20.1,77.0,11.24,0.163,0
A200314,Road,Concrete,16.1,0.795,0.583,,27988.0,0.261,62.9,66.5,0.557,2.59,17.1,266.1,1.082,0.561,0
A200315,Building,Concrete,32.3,0.219,0.294,2.057,42899.0,0.158,101.7,70.5,0.312,,8.9,166.2,6.73,0.112,0
A200316,Power_System,Concrete,13.9,0.47,0.455,2.961,9272.0,0.109,79.7,47.7,0.469,1.06,21.0,253.5,8.74,0.431,0
A200317,Road,Concrete,39.7,0.476,,6.384,,0.163,23.7,76.9,0.411,1.83,9.7,241.6,10.57,0.426,0
A200318,Bridge,Steel,16.7,0.868,0.167,2.91,0.0,0.089,79.8,,0.857,2.18,5.9,219.4,7.6,0.357,0
A200319,Building,Concrete,17.8,0.312,0.436,2.969,20706.0,0.354,26.5,,0.898,0.42,12.1,232.7,6.97,0.248,0
A200320,Power_System,Concrete,9.2,0.307,0.624,2.134,19332.0,0.261,85.0,48.4,0.59,2.08,7.0,186.5,7.72,0.438,0
A200321,Bridge,Concrete,47.1,0.46,0.807,4.772,10891.0,0.258,81.2,73.9,0.492,2.53,9.3,219.7,4.33,0.475,0
A200322,Building,Concrete,23.7,0.177,0.57,,4457.0,0.063,89.6,84.7,0.0,2.99,8.1,140.4,10.87,0.296,0
A200323,Building,Steel,38.5,0.413,0.144,,21618.0,0.371,94.6,,0.57,1.66,5.7,180.6,5.68,0.238,0
A200324,Power_System,Composite,51.5,,0.64,4.146,7163.0,0.149,78.9,80.6,0.427,1.02,10.4,358.7,8.11,0.531,0
A200325,Bridge,Composite,40.2,0.797,0.429,2.636,,0.004,71.4,37.1,0.264,1.38,7.6,,7.78,0.382,0
A200326,Bridge,Concrete,34.2,0.33,0.608,5.323,26156.0,0.248,96.4,58.7,0.509,,15.0,82.2,0.931,0.454,0
A200327,Power_System,Asphalt,28.3,0.584,0.831,2.514,,0.148,65.3,82.7,0.406,0.82,8.4,143.2,5.49,0.437,0
A200328,Bridge,Asphalt,16.0,0.573,0.895,4.577,0.0,0.193,38.0,55.5,0.171,2.26,6.1,111.4,1.056,0.302,0
A200329,Bridge,Steel,48.7,0.631,0.21,5.112,45505.0,0.318,26.5,69.0,0.179,2.57,1.9,125.1,10.56,0.434,0
A200330,Pipeline,Asphalt,36.9,0.509,0.646,2.579,16061.0,0.161,38.6,54.4,0.468,,4.2,276.0,1.8,0.496,0
A200331,Road,Concrete,2.7,0.403,0.725,3.279,36332.0,0.301,62.3,50.9,0.0,0.1,8.4,148.0,9.48,0.39,0
A200332,Building,Concrete,24.5,0.51,0.464,2.844,25024.0,0.42,78.4,60.9,0.335,2.07,8.8,286.3,1.02,0.364,0
A200333,Bridge,Asphalt,59.8,0.316,0.0,3.491,23600.0,0.215,73.5,60.0,0.0,,6.2,290.9,7.19,0.203,0
A200334,Power_System,Steel,45.5,0.456,0.182,,27838.0,0.22,72.8,59.2,0.374,0.51,4.1,108.3,3.32,0.167,0
A200335,Bridge,Steel,43.7,0.454,0.941,5.572,33640.0,0.294,51.3,49.4,0.462,1.85,14.7,353.8,6.84,0.541,0
A200336,Building,Concrete,55.8,0.752,0.756,4.263,27340.0,0.102,67.6,53.0,0.57,0.76,8.4,,9.66,0.75,1
A200337,Bridge,Concrete,5.5,0.626,0.342,4.744,37713.0,0.354,66.6,74.3,0.334,2.29,0.0,357.5,3.26,0.363,0
A200338,Road,Asphalt,30.5,0.526,0.0,4.059,15428.0,0.129,64.8,58.7,0.529,1.29,4.8,162.2,3.87,0.382,0
A200339,Bridge,Asphalt,30.0,0.625,0.357,3.468,25422.0,0.124,77.6,74.1,0.619,1.79,12.3,88.2,0.05,0.493,0
A200340,Road,Concrete,36.4,0.526,0.672,4.02,17540.0,0.241,64.1,60.8,0.0,1.82,6.0,345.6,4.11,0.548,0
A200341,Road,Concrete,52.6,0.587,0.552,3.39,25541.0,0.226,77.4,,0.344,1.58,3.9,324.2,2.91,0.391,0
A200342,Building,Composite,31.9,0.872,0.811,1.474,18543.0,0.183,60.0,93.0,0.397,2.33,2.1,132.1,5.8,0.556,1
A200343,Road,Steel,12.9,0.244,,3.534,14372.0,0.222,50.3,46.1,0.202,2.07,5.4,214.6,7.99,0.285,0
A200344,Bridge,Concrete,29.1,0.953,0.678,3.744,14026.0,0.0,85.2,46.3,0.245,1.25,2.0,253.4,11.18,0.423,0
A200345,Power_System,Concrete,27.7,0.354,0.365,3.691,20866.0,0.217,59.5,54.3,0.106,2.52,6.5,,12.66,0.311,0
A200346,Building,Steel,79.3,0.963870462808339,0.0,2.868,44721.0,0.106,61.2,76.8,0.643,,0.8,226.8,4.7,0.545,0
A200347,Power_System,Steel,58.1,0.836,0.743,5.71,0.0,0.265,73.0,32.1,0.339,1.44,1.7,134.5,5.96,0.488,0
A200348,Bridge,Steel,60.4,0.456,0.466,1.435,10591.0,0.162,79.9,78.1,0.641,3.31,2.0,61.2,5.29,0.451,0
A200349,Road,Concrete,68.8,0.737,0.288,1.786,7436.0,0.103,71.9,100.0,0.439,2.65,5.4,125.1,4.87,0.365,0
A200350,Bridge,Concrete,42.9,0.45,0.802,3.752,24175.0,0.111,70.5,85.9,0.159,1.9,11.5,,4.76,0.309,0
A200351,Bridge,Steel,57.4,0.247,0.741,4.619,13134.0,0.246,59.8,84.4,0.774,1.98,16.4,250.5,7.06,0.489,0
A200352,Bridge,Steel,52.2,,0.66,0.431,23825.0,0.309,57.2,51.5,0.574,2.35,14.0,258.1,3.84,0.394,0
A200353,Pipeline,Steel,46.8,0.832,0.735,3.134,11885.0,0.308,93.8,71.5,0.825,2.28,0.0,254.6,14.63,0.695,1
A200354,Bridge,Asphalt,19.4,0.328,0.099,3.484,22612.0,0.154,20.0,,0.503,2.32,6.2,338.4,6.57,0.254,0
A200355,Bridge,Steel,73.7,0.9439585474213962,0.177,3.501,23984.0,0.173,70.0,66.2,0.728,1.99,3.7,100.6,9.69,0.455,0
A200356,Building,Steel,41.7,0.918,0.272,0.973,0.0,0.327,59.9,61.2,0.345,0.1,9.6,183.6,8.65,0.591,0
A200357,Road,Concrete,37.3,0.431,0.314,3.265,0.0,0.133,45.1,76.7,0.225,1.59,0.0,333.8,9.91,0.356,0
A200358,Bridge,Concrete,54.2,0.676,0.043,1.273,18045.0,0.0,72.3,32.2,0.499,2.16,6.9,255.1,4.94,0.567,0
A200359,Pipeline,Composite,47.3,0.473,0.49,6.25,23415.0,0.173,59.9,100.0,0.554,4.25,13.4,285.4,0.33,0.378,0
A200360,Road,Steel,61.7,0.342,0.671,0.05,24464.0,0.32,60.8,,0.0,2.48,6.4,307.1,5.71,0.4,0
A200361,Pipeline,Steel,28.3,0.481,0.011,3.341,14002.0,0.107,49.0,100.0,0.337,2.39,7.2,46.1,4.15,0.201,0
A200362,Road,Steel,1.0,0.721,0.338,5.507,22923.0,0.222,50.4,62.2,0.404,0.91,8.2,248.3,9.68,0.533,0
A200363,Pipeline,Composite,12.0,0.717,0.0,3.822,14550.0,0.262,50.9,84.1,0.108,2.48,2.5,286.5,5.76,0.306,0
A200364,Pipeline,Concrete,37.7,0.334,1.0,0.05,,0.235,52.7,61.5,0.134,0.44,0.1,135.9,7.39,0.443,0
A200365,Pipeline,Concrete,47.3,0.834,0.311,3.033,11757.0,0.186,75.9,52.0,0.968,0.86,2.5,274.0,5.19,0.569,0
A200366,Road,Concrete,72.0,0.4284094300609628,0.83,2.346,,0.217,83.6,80.3,0.569,1.4,11.6,230.7,4.44,0.385,0
A200367,Building,Asphalt,28.0,0.306,0.174,3.658,9742.0,0.185,67.7,33.9,0.631,3.37,18.4,307.6,7.53,0.135,0
A200368,Building,Steel,40.5,0.584,0.429,1.517,20188.0,0.213,55.6,80.4,0.235,2.86,7.5,18.0,0.05,0.316,0
A200369,Bridge,Concrete,22.0,0.307,0.132,2.229,15950.0,0.139,52.9,40.7,0.051,1.81,2.0,121.5,7.43,0.2,0
A200370,Bridge,Composite,48.9,0.694,0.32,4.58,22580.0,0.312,51.2,70.7,0.0,0.36,6.2,339.5,7.72,0.499,0
A200371,Bridge,Composite,60.7,0.573,0.444,2.857,12321.0,0.128,71.2,,0.152,1.78,6.5,137.5,4.33,0.28,0
A200372,Power_System,Composite,59.0,0.258,0.14,3.512,11218.0,0.345,59.1,100.0,0.65,0.89,9.2,157.8,9.5,0.285,1
A200373,Power_System,Concrete,26.8,0.524,0.236,1.593,12040.0,0.246,56.4,41.1,0.421,2.68,4.2,298.9,2.49,0.328,0
A200374,Bridge,Composite,20.0,0.046,,3.874,19848.0,0.188,64.2,62.6,0.339,1.17,14.0,114.7,9.35,0.285,1
A200375,Power_System,Concrete,20.9,0.497,0.872,,28048.0,0.215,55.7,80.2,0.683,1.39,1.3,338.4,7.51,0.499,0
A200376,Bridge,Asphalt,43.2,0.728,,4.068,0.0,0.287,85.9,83.7,0.873,0.1,0.2,247.6,3.22,0.516,0
A200377,Pipeline,Asphalt,8.0,0.561,0.211,0.25,778.0,0.143,55.1,65.5,0.873,4.08,2.7,178.1,0.05,0.275,0
A200378,Road,Concrete,66.0,0.0,0.449,4.91,16434.0,0.293,50.3,82.9,0.0,1.18,7.9,363.8,7.33,0.25,0
A200379,Power_System,Steel,56.4,0.05,,5.708,45390.0,0.133,46.6,60.3,0.276,1.44,8.9,342.6,6.68,0.106,0
A200380,Bridge,Asphalt,56.4,0.117,0.971,4.042,14706.0,0.082,50.2,91.8,0.539,2.2,0.9,398.6,5.33,0.315,0
A200381,Road,Steel,30.2,0.99,0.317,2.505,18591.0,0.096,59.2,66.0,0.0,4.44,8.3,56.7,10.07,0.488,0
A200382,Pipeline,Concrete,46.6,0.7,0.636,4.536,12891.0,0.07,81.7,62.3,0.638,0.31,7.2,,7.62,0.423,0
A200383,Bridge,Steel,70.6,0.30923552265163484,0.206,5.221,29145.0,0.241,37.2,40.5,0.66,1.28,9.6,176.5,3.94,0.369,0
A200384,Bridge,Steel,43.2,0.71,0.494,3.002,,0.156,94.0,65.9,0.0,0.1,7.6,174.5,3.78,0.435,0
A200385,Road,Asphalt,56.3,0.299,0.079,1.9,1506.0,0.219,63.8,100.0,0.0,3.43,2.9,319.6,1.38,0.142,0
A200386,Building,Asphalt,47.3,0.829,0.695,1.181,26901.0,0.044,59.9,67.2,0.401,1.48,12.4,368.3,2.42,0.7,1
A200387,Building,Steel,72.0,,0.797,3.198,4379.0,0.242,70.9,68.6,0.407,3.03,16.2,127.2,4.93,0.769,1
A200388,Building,Concrete,34.1,0.681,0.11,3.937,20798.0,0.115,45.5,81.6,0.255,,11.1,147.5,8.4,0.332,0
A200389,Building,Steel,1.0,0.657,0.028,6.694,0.0,0.143,40.9,66.1,0.655,0.32,4.8,143.0,6.9,0.305,0
